Pedigree,Genotype,Note,KRN,QS,TS,date
10g-1938-22@,Z018E0150,Mo18W,17,3,T,3.31.2011
10g-1938-23@,Z018E0150,Mo18W,18,2,S,3.31.2011
10g-1939-21@,Z026E0182,Tzi8,14,5,S,3.31.2011
10g-1939-22@,Z026E0182,Tzi8,16,5,S,3.31.2011
10g-1939-23@,Z026E0182,Tzi8,16,5,S,3.31.2011
10g-1939-24@,Z026E0182,Tzi8,14,3,S,3.31.2011
10g-1940-21@,Z008E0124,CML52,16,5,S,3.31.2011
10g-1940-22@,Z008E0124,CML52,16,5,S,3.31.2011
10g-1940-23@,Z008E0124,CML52,16,2,S,3.31.2011
10g-1941-21@,Z009E0182,CML69,12,5,S,3.31.2011
10g-1941-22@,Z009E0182,CML69,10,5,S,3.31.2011
10g-1941-23@,Z009E0182,CML69,14,3,S,3.31.2011
10g-1942-21@,Z008E0142,CML52,14,5,S,3.31.2011
10g-1942-22@,Z008E0142,CML52,13,3,S,3.31.2011
10g-1942-23@,Z008E0142,CML52,14,3,S,3.31.2011
10g-1942-24@,Z008E0142,CML52,,,,3.31.2011
10g-1942-25@,Z008E0142,CML52,,,,3.31.2011
10g-1943-21@,Z008E0008,CML52,16,5,S,3.31.2011
10g-1943-22@,Z008E0008,CML52,15,3,S,3.31.2011
10g-1943-23@,Z008E0008,CML52,15,3,S,3.31.2011
10g-1944-21@,Z018E0069,Mo18W,16,5,S,3.31.2011
10g-1944-22@,Z018E0069,Mo18W,14,4,T,3.31.2011
10g-1944-23@,Z018E0069,Mo18W,16,5,S,3.31.2011
10g-1944-24@,Z018E0069,Mo18W,16,4,S,3.31.2011
10g-1945-21@,Z012E0117,Ki11,16,5,S,3.31.2011
10g-1945-22@,Z012E0117,Ki11,18,5,S,3.31.2011
10g-1945-23@,Z012E0117,Ki11,14,4,S,3.31.2011
10g-1945-24@,Z012E0117,Ki11,18,3,S,3.31.2011
10g-1946-21@,Z008E0166,CML52,14,5,S,3.31.2011
10g-1946-22@,Z008E0166,CML52,14,5,S,3.31.2011
10g-1946-23@,Z008E0166,CML52,16,3,T,3.31.2011
10g-1946-24@,Z008E0166,CML52,14,2,T,3.31.2011
10g-1946-25@,Z008E0166,CML52,,,,3.31.2011
10g-1947-21@,Z008E0025,CML52,18,5,S,3.31.2011
10g-1947-22@,Z008E0025,CML52,16,5,S,3.31.2011
10g-1947-23@,Z008E0025,CML52,16,3,T,3.31.2011
10g-1947-24@,Z008E0025,CML52,16,3,S,3.31.2011
10g-1947-25@,Z008E0025,CML52,,,,3.31.2011
10g-1948-21@,Z026E0009,Tzi8,16,4,S,3.31.2011
10g-1948-22@,Z026E0009,Tzi8,16,4,S,3.31.2011
10g-1949-21@,Z018E0039,Mo18W,16,5,S,3.31.2011
10g-1949-22@,Z018E0039,Mo18W,18,5,S,3.31.2011
10g-1949-23@,Z018E0039,Mo18W,16,5,S,3.31.2011
10g-1949-24@,Z018E0039,Mo18W,16,5,S,3.31.2011
10g-1950-21@,Z008E0164,CML52,14,5,S,3.31.2011
10g-1950-22@,Z008E0164,CML52,14,4,T,3.31.2011
10g-1950-23@,Z008E0164,CML52,14,4,S,3.31.2011
10g-1950-24@,Z008E0164,CML52,14,5,S,3.31.2011
10g-1950-25@,Z008E0164,CML52,,,,3.31.2011
10g-1951-21@,Z008E0070,CML52,14,5,S,3.31.2011
10g-1951-22@,Z008E0070,CML52,12,4,S,3.31.2011
10g-1951-23@,Z008E0070,CML52,12,5,S,3.31.2011
10g-1951-24@,Z008E0070,CML52,14,4,S,3.31.2011
10g-1951-25@,Z008E0070,CML52,12,4,S,3.31.2011
10g-1952-21@,Z009E0044,CML69,14,5,S,3.31.2011
10g-1952-22@,Z009E0044,CML69,14,3,T,3.31.2011
10g-1953-21@,Z008E0058,CML52,18,4,T,3.31.2011
10g-1953-22@,Z008E0058,CML52,18,4,T,3.31.2011
10g-1953-23@,Z008E0058,CML52,16,5,S,3.31.2011
10g-1953-24@,Z008E0058,CML52,16,3,S,3.31.2011
10g-1954-21@,Z018E0079,Mo18W,12,5,S,3.31.2011
10g-1954-22@,Z018E0079,Mo18W,14,4,S,3.31.2011
10g-1955-21@,Z015E0169,M162W,16,5,S,3.31.2011
10g-1955-22@,Z015E0169,M162W,15,2,S,3.31.2011
10g-1956-21@,Z004E0044,CML247,16,5,S,3.31.2011
10g-1956-22@,Z004E0044,CML247,16,5,S,3.31.2011
10g-1956-23@,Z004E0044,CML247,16,5,S,3.31.2011
10g-1956-24@,Z004E0044,CML247,14,4,S,3.31.2011
10g-1956-25@,Z004E0044,CML247,,,,3.31.2011
10g-1957-21@,Z018E0035,Mo18W,18,1,S,3.31.2011
10g-1957-22@,Z018E0035,Mo18W,,,,3.31.2011
10g-1957-23@,Z018E0035,Mo18W,,,,3.31.2011
10g-1958-21@,Z009E0186,CML69,14,5,S,3.31.2011
10g-1958-22@,Z009E0186,CML69,14,5,S,3.31.2011
10g-1958-23@,Z009E0186,CML69,12,3,T,3.31.2011
10g-1958-24@,Z009E0186,CML69,,,,3.31.2011
10g-1959-21@,Z005E0163,CML277,18,3,S,3.31.2011
10g-1959-22@,Z005E0163,CML277,14,2,S,3.31.2011
10g-1959-23@,Z005E0163,CML277,16,1,T,3.31.2011
10g-1960-21@,Z008E0156,CML52,14,5,S,3.31.2011
10g-1960-22@,Z008E0156,CML52,14,5,S,3.31.2011
10g-1961-21@,Z008E0103,CML52,18,4,S,3.31.2011
10g-1961-22@,Z008E0103,CML52,16,4,S,3.31.2011
10g-1961-23@,Z008E0103,CML52,,,,3.31.2011
10g-1962-21@,Z004E0169,CML247,12,3,S,3.31.2011
10g-1962-22@,Z004E0169,CML247,14,4,S,3.31.2011
10g-1962-23@,Z004E0169,CML247,14,2,T,3.31.2011
10g-1962-24@,Z004E0169,CML247,12,3,S,3.31.2011
10g-1963-21@,Z004E0121,CML247,14,4,S,3.31.2011
10g-1963-22@,Z004E0121,CML247,16,2,S,3.31.2011
10g-1963-23@,Z004E0121,CML247,14,1,S,3.31.2011
10g-1964-21@,Z008E0066,CML52,14,3,S,3.31.2011
10g-1964-22@,Z008E0066,CML52,12,5,S,3.31.2011
10g-1964-23@,Z008E0066,CML52,10,3,S,3.31.2011
10g-1964-24@,Z008E0066,CML52,10,2,S,3.31.2011
10g-1965-21@,Z004E0170,CML247,16,5,S,3.31.2011
10g-1965-22@,Z004E0170,CML247,16,4,S,3.31.2011
10g-1965-23@,Z004E0170,CML247,16,3,T,3.31.2011
10g-1965-24@,Z004E0170,CML247,18,4,S,3.31.2011
10g-1965-25@,Z004E0170,CML247,,,,3.31.2011
10g-1966-21@,Z016E0006,M37W,14,4,S,3.31.2011
10g-1966-22@,Z016E0006,M37W,14,5,S,3.31.2011
10g-1966-23@,Z016E0006,M37W,14,5,S,3.31.2011
10g-1966-24@,Z016E0006,M37W,12,4,S,3.31.2011
10g-1967-21@,Z018E0188,Mo18W,16,3,T,3.31.2011
10g-1967-22@,Z018E0188,Mo18W,16,4,T,3.31.2011
10g-1967-23@,Z018E0188,Mo18W,14,3,S,3.31.2011
10g-1967-24@,Z018E0188,Mo18W,14,2,S,3.31.2011
10g-1967-25@,Z018E0188,Mo18W,,,,3.31.2011
10g-1968-21@,Z008E0039,CML52,12,5,S,3.31.2011
10g-1968-22@,Z008E0039,CML52,12,4,S,3.31.2011
10g-1968-23@,Z008E0039,CML52,12,4,S,3.31.2011
10g-1968-24@,Z008E0039,CML52,12,3,S,3.31.2011
10g-1968-25@,Z008E0039,CML52,,,,3.31.2011
10g-1969-21@,Z008E0073,CML52,18,5,S,3.31.2011
10g-1969-22@,Z008E0073,CML52,14,5,S,3.31.2011
10g-1969-23@,Z008E0073,CML52,14,5,S,3.31.2011
10g-1969-24@,Z008E0073,CML52,14,5,S,3.31.2011
10g-1969-25@,Z008E0073,CML52,,,,3.31.2011
10g-1970-21@,Z005E0076,CML277,14,4,S,3.31.2011
10g-1970-22@,Z005E0076,CML277,16,3,T,3.31.2011
10g-1970-23@,Z005E0076,CML277,14,3,T,3.31.2011
10g-1971-21@,Z008E0052,CML52,16,4,S,3.31.2011
10g-1971-22@,Z008E0052,CML52,18,4,S,3.31.2011
10g-1971-23@,Z008E0052,CML52,18,5,S,3.31.2011
10g-1971-24@,Z008E0052,CML52,14,4,S,3.31.2011
10g-1971-25@,Z008E0052,CML52,14,3,S,3.31.2011
10g-1972-21@,Z002E0187,CML103,16,5,S,3.31.2011
10g-1973-21@,Z008E0130,CML52,12,5,S,3.31.2011
10g-1973-22@,Z008E0130,CML52,14,3,S,3.31.2011
10g-1973-23@,Z008E0130,CML52,12,2,S,3.31.2011
10g-1973-24@,Z008E0130,CML52,16,2,S,3.31.2011
10g-1974-21@,Z018E0022,Mo18W,14,5,S,3.31.2011
10g-1974-22@,Z018E0022,Mo18W,14,5,S,3.31.2011
10g-1974-23@,Z018E0022,Mo18W,14,5,S,3.31.2011
10g-1974-24@,Z018E0022,Mo18W,14,5,S,3.31.2011
10g-1974-25@,Z018E0022,Mo18W,12,5,S,3.31.2011
10g-1975-21@,Z018E0109,Mo18W,14,5,S,3.31.2011
10g-1975-22@,Z018E0109,Mo18W,18,3,S,3.31.2011
10g-1976-21@,Z008E0074,CML52,14,5,S,3.31.2011
10g-1976-22@,Z008E0074,CML52,14,4,S,3.31.2011
10g-1977-21@,Z026E0120,Tzi8,16,4,S,3.31.2011
10g-1977-22@,Z026E0120,Tzi8,18,5,S,3.31.2011
10g-1977-23@,Z026E0120,Tzi8,20,4,S,3.31.2011
10g-1978-21@,Z008E0049,CML52,16,5,S,3.31.2011
10g-1978-22@,Z008E0049,CML52,14,5,S,3.31.2011
10g-1978-23@,Z008E0049,CML52,14,4,S,3.31.2011
10g-1978-24@,Z008E0049,CML52,,,,3.31.2011
10g-1979-21@,Z004E0172,CML247,12,3,S,3.31.2011
10g-1979-22@,Z004E0172,CML247,12,2,S,3.31.2011
10g-1979-23@,Z004E0172,CML247,,,,3.31.2011
10g-1980-21@,Z004E0037,CML247,16,4,S,3.31.2011
10g-1981-21@,Z005E0017,CML277,16,5,S,3.31.2011
10g-1981-22@,Z005E0017,CML277,12,1,S,3.31.2011
10g-1981-23@,Z005E0017,CML277,,,,3.31.2011
10g-1981-24@,Z005E0017,CML277,,,,3.31.2011
10g-1982-21@,Z012E0127,Ki11,18,4,S,3.31.2011
10g-1982-22@,Z012E0127,Ki11,18,4,S,3.31.2011
10g-1982-23@,Z012E0127,Ki11,20,4,S,3.31.2011
10g-1982-24@,Z012E0127,Ki11,,,,3.31.2011
10g-1983-21@,Z008E0198,CML52,12,5,S,3.31.2011
10g-1983-22@,Z008E0198,CML52,14,5,S,3.31.2011
10g-1983-23@,Z008E0198,CML52,14,5,S,3.31.2011
10g-1984-21@,Z004E0158,CML247,12,5,S,3.31.2011
10g-1984-22@,Z004E0158,CML247,14,5,S,3.31.2011
10g-1984-23@,Z004E0158,CML247,14,5,S,3.31.2011
10g-1984-24@,Z004E0158,CML247,12,5,S,3.31.2011
10g-1984-25@,Z004E0158,CML247,12,5,S,3.31.2011
10g-1985-21@,Z012E0098,Ki11,14,5,S,3.31.2011
10g-1985-22@,Z012E0098,Ki11,14,5,S,3.31.2011
10g-1985-23@,Z012E0098,Ki11,16,4,S,3.31.2011
10g-1985-24@,Z012E0098,Ki11,,,,3.31.2011
10g-1986-21@,Z004E0152,CML247,18,5,S,3.31.2011
10g-1986-22@,Z004E0152,CML247,13,3,S,3.31.2011
10g-1987-21@,Z008E0014,CML52,12,5,S,3.31.2011
10g-1987-22@,Z008E0014,CML52,12,5,S,3.31.2011
10g-1987-23@,Z008E0014,CML52,10,4,T,3.31.2011
10g-1987-24@,Z008E0014,CML52,,,,3.31.2011
10g-1988-21@,Z012E0058,Ki11,16,5,S,3.31.2011
10g-1988-22@,Z012E0058,Ki11,14,3,T,3.31.2011
10g-1988-23@,Z012E0058,Ki11,,,,3.31.2011
10g-1989-21@,Z004E0168,CML247,16,5,S,3.31.2011
10g-1989-22@,Z004E0168,CML247,16,3,S,3.31.2011
10g-1989-23@,Z004E0168,CML247,16,4,S,3.31.2011
10g-1990-21@,Z018E0033,Mo18W,14,5,S,3.31.2011
10g-1990-22@,Z018E0033,Mo18W,14,4,S,3.31.2011
10g-1990-23@,Z018E0033,Mo18W,14,3,S,3.31.2011
10g-1992-21@,Z004E0104,CML247,16,5,S,3.31.2011
10g-1992-22@,Z004E0104,CML247,16,5,S,3.31.2011
10g-1992-23@,Z004E0104,CML247,14,1,S,3.31.2011
10g-1992-24@,Z004E0104,CML247,,,,3.31.2011
10g-1992-25@,Z004E0104,CML247,,,,3.31.2011
10g-1993-21@,Z008E0071,CML52,16,5,S,3.31.2011
10g-1993-22@,Z008E0071,CML52,14,4,S,3.31.2011
10g-1993-23@,Z008E0071,CML52,14,2,S,3.31.2011
10g-1994-21@,Z004E0143,CML247,12,5,S,3.31.2011
10g-1994-22@,Z004E0143,CML247,14,5,S,3.31.2011
10g-1994-23@,Z004E0143,CML247,16,5,S,3.31.2011
10g-1994-24@,Z004E0143,CML247,,,,3.31.2011
10g-1995-21@,Z005E0103,CML277,14,5,S,3.31.2011
10g-1995-22@,Z005E0103,CML277,14,5,S,3.31.2011
10g-1995-23@,Z005E0103,CML277,14,4,S,3.31.2011
10g-1996-21@,Z008E0095,CML52,12,5,S,3.31.2011
10g-1996-22@,Z008E0095,CML52,12,5,S,3.31.2011
10g-1996-23@,Z008E0095,CML52,12,4,S,3.31.2011
10g-1996-24@,Z008E0095,CML52,,,,3.31.2011
10g-1997-21@,Z008E0061,CML52,18,5,S,3.31.2011
10g-1997-22@,Z008E0061,CML52,16,5,S,3.31.2011
10g-1997-23@,Z008E0061,CML52,,2,,3.31.2011
10g-1998-21@,Z004E0153,CML247,20,5,S,3.31.2011
10g-1998-22@,Z004E0153,CML247,18,3,S,3.31.2011
10g-1999-21@,Z008E0182,CML52,12,5,S,3.31.2011
10g-1999-22@,Z008E0182,CML52,12,4,S,3.31.2011
10g-1999-23@,Z008E0182,CML52,10,5,S,3.31.2011
10g-1999-24@,Z008E0182,CML52,12,4,S,3.31.2011
10g-2000-21@,Z008E0171,CML52,16,5,S,3.31.2011
10g-2000-22@,Z008E0171,CML52,16,5,S,3.31.2011
10g-2000-23@,Z008E0171,CML52,16,5,S,3.31.2011
10g-2001-21@,Z004E0073,CML247,18,4,S,3.31.2011
10g-2001-22@,Z004E0073,CML247,16,4,S,3.31.2011
10g-2002-21@,Z005E0151,CML277,16,3,T,3.31.2011
10g-2002-22@,Z005E0151,CML277,16,3,T,3.31.2011
10g-2002-23@,Z005E0151,CML277,15,2,T,3.31.2011
10g-2003-21@,Z008E0122,CML52,16,3,S,3.31.2011
10g-2003-22@,Z008E0122,CML52,14,3,S,3.31.2011
10g-2003-23@,Z008E0122,CML52,16,2,S,3.31.2011
10g-2003-24@,Z008E0122,CML52,,,,3.31.2011
10g-2004-21@,Z004E0060,CML247,16,5,S,3.31.2011
10g-2005-21@,Z004E0150,CML247,14,5,S,3.31.2011
10g-2005-22@,Z004E0150,CML247,14,4,S,3.31.2011
10g-2005-23@,Z004E0150,CML247,16,4,S,3.31.2011
10g-2005-24@,Z004E0150,CML247,16,3,S,3.31.2011
10g-2006-21@,Z008E0175,CML52,14,5,S,3.31.2011
10g-2006-22@,Z008E0175,CML52,12,5,S,3.31.2011
10g-2006-23@,Z008E0175,CML52,14,5,S,3.31.2011
10g-2006-24@,Z008E0175,CML52,,,,3.31.2011
10g-2007-21@,Z008E0188,CML52,16,5,S,3.31.2011
10g-2007-22@,Z008E0188,CML52,14,5,S,3.31.2011
10g-2007-23@,Z008E0188,CML52,16,5,S,3.31.2011
10g-2008-21@,Z008E0021,CML52,16,5,S,3.31.2011
10g-2008-22@,Z008E0021,CML52,12,5,S,3.31.2011
10g-2008-23@,Z008E0021,CML52,18,5,S,3.31.2011
10g-2008-24@,Z008E0021,CML52,15,3,T,3.31.2011
10g-2008-25@,Z008E0021,CML52,,,,3.31.2011
10g-2009-21@,Z004E0025,CML247,14,4,S,3.31.2011
10g-2009-22@,Z004E0025,CML247,18,4,T,3.31.2011
10g-2009-23@,Z004E0025,CML247,16,3,S,3.31.2011
10g-2009-24@,Z004E0025,CML247,18,3,S,3.31.2011
10g-2010-21@,Z008E0034,CML52,12,5,S,3.31.2011
10g-2010-22@,Z008E0034,CML52,12,3,S,3.31.2011
10g-2010-23@,Z008E0034,CML52,14,2,S,3.31.2011
10g-2010-24@,Z008E0034,CML52,,,,3.31.2011
10g-2011-21@,Z004E0157,CML247,14,5,S,3.31.2011
10g-2011-22@,Z004E0157,CML247,14,5,S,3.31.2011
10g-2011-23@,Z004E0157,CML247,16,5,S,3.31.2011
10g-2011-24@,Z004E0157,CML247,12,3,S,3.31.2011
10g-2012-21@,Z008E0075,CML52,14,3,S,3.31.2011
10g-2012-22@,Z008E0075,CML52,12,3,S,3.31.2011
10g-2012-23@,Z008E0075,CML52,14,3,S,3.31.2011
10g-2012-24@,Z008E0075,CML52,,,,3.31.2011
10g-2012-25@,Z008E0075,CML52,,,,3.31.2011
10g-2013-21@,Z008E0062,CML52,16,5,S,3.31.2011
10g-2013-22@,Z008E0062,CML52,16,5,S,3.31.2011
10g-2013-23@,Z008E0062,CML52,16,3,S,3.31.2011
10g-2013-24@,Z008E0062,CML52,,,,3.31.2011
10g-2014-21@,Z004E0167,CML247,14,5,S,3.31.2011
10g-2014-22@,Z004E0167,CML247,14,5,S,3.31.2011
10g-2014-23@,Z004E0167,CML247,18,5,S,3.31.2011
10g-2014-24@,Z004E0167,CML247,16,4,S,3.31.2011
10g-2015-21@,Z008E0172,CML52,14,5,S,3.31.2011
10g-2015-22@,Z008E0172,CML52,12,3,T,3.31.2011
10g-2016-21@,Z018E0043,Mo18W,16,5,S,3.31.2011
10g-2016-22@,Z018E0043,Mo18W,16,4,S,3.31.2011
10g-2016-23@,Z018E0043,Mo18W,14,4,S,3.31.2011
10g-2016-24@,Z018E0043,Mo18W,14,4,S,3.31.2011
10g-2017-21@,Z005E0182,CML277,12,3,S,3.31.2011
10g-2017-22@,Z005E0182,CML277,16,3,S,3.31.2011
10g-2017-23@,Z005E0182,CML277,14,2,S,3.31.2011
10g-2017-24@,Z005E0182,CML277,,,,3.31.2011
10g-2018-21@,Z008E0040,CML52,14,5,S,3.31.2011
10g-2018-22@,Z008E0040,CML52,12,2,S,3.31.2011
10g-2019-21@,Z008E0054,CML52,14,5,S,3.31.2011
10g-2019-22@,Z008E0054,CML52,14,4,T,3.31.2011
10g-2019-23@,Z008E0054,CML52,14,4,S,3.31.2011
10g-2019-24@,Z008E0054,CML52,18,3,S,3.31.2011
10g-2019-25@,Z008E0054,CML52,,,,3.31.2011
10g-2020-21@,Z003E0077,CML228,16,3,S,3.31.2011
10g-2021-21@,Z004E0196,CML247,12,5,S,3.31.2011
10g-2021-22@,Z004E0196,CML247,16,5,S,3.31.2011
10g-2021-23@,Z004E0196,CML247,18,5,S,3.31.2011
10g-2021-24@,Z004E0196,CML247,14,5,S,3.31.2011
10g-2021-25@,Z004E0196,CML247,,,,3.31.2011
10g-2021-26@,Z004E0196,CML247,,,,3.31.2011
10g-2022-21@,Z005E0098,CML277,16,5,S,3.31.2011
10g-2022-22@,Z005E0098,CML277,16,5,S,3.31.2011
10g-2022-23@,Z005E0098,CML277,16,5,S,3.31.2011
10g-2022-24@,Z005E0098,CML277,16,4,S,3.31.2011
10g-2023-21@,Z004E0154,CML247,14,5,S,3.31.2011
10g-2023-22@,Z004E0154,CML247,12,5,S,3.31.2011
10g-2023-23@,Z004E0154,CML247,14,5,S,3.31.2011
10g-2024-21@,Z005E0053,CML277,18,5,S,3.31.2011
10g-2024-22@,Z005E0053,CML277,17,3,S,3.31.2011
10g-2024-23@,Z005E0053,CML277,,,,3.31.2011
10g-2025-21@,Z005E0131,CML277,22,5,S,3.31.2011
10g-2025-22@,Z005E0131,CML277,18,5,S,3.31.2011
10g-2025-23@,Z005E0131,CML277,18,4,S,3.31.2011
10g-2025-24@,Z005E0131,CML277,,,,3.31.2011
10g-2026-21@,Z005E0078,CML277,16,5,S,3.31.2011
10g-2026-22@,Z005E0078,CML277,14,5,S,3.31.2011
10g-2026-23@,Z005E0078,CML277,14,5,S,3.31.2011
10g-2027-21@,Z008E0018,CML52,18,5,S,3.31.2011
10g-2027-22@,Z008E0018,CML52,16,5,S,3.31.2011
10g-2027-23@,Z008E0018,CML52,14,5,S,3.31.2011
10g-2027-24@,Z008E0018,CML52,16,4,S,3.31.2011
10g-2028-21@,Z008E0030,CML52,14,4,S,3.31.2011
10g-2028-22@,Z008E0030,CML52,12,3,S,3.31.2011
10g-2028-23@,Z008E0030,CML52,14,3,S,3.31.2011
10g-2028-24@,Z008E0030,CML52,,,,3.31.2011
10g-2029-21@,Z005E0191,CML277,12,3,T,3.31.2011
10g-2029-22@,Z005E0191,CML277,12,2,S,3.31.2011
10g-2029-23@,Z005E0191,CML277,12,2,S,3.31.2011
10g-2030-21@,Z004E0176,CML247,12,5,S,3.31.2011
10g-2030-22@,Z004E0176,CML247,10,5,S,3.31.2011
10g-2030-23@,Z004E0176,CML247,12,5,S,3.31.2011
10g-2030-24@,Z004E0176,CML247,12,5,S,3.31.2011
10g-2030-25@,Z004E0176,CML247,14,5,S,3.31.2011
10g-2031-21@,Z008E0105,CML52,12,5,S,3.31.2011
10g-2031-22@,Z008E0105,CML52,12,5,S,3.31.2011
10g-2031-23@,Z008E0105,CML52,14,4,S,3.31.2011
10g-2031-24@,Z008E0105,CML52,12,5,S,3.31.2011
10g-2031-25@,Z008E0105,CML52,,,,3.31.2011
10g-2032-21@,Z005E0071,CML277,16,5,S,3.31.2011
10g-2032-22@,Z005E0071,CML277,14,4,T,3.31.2011
10g-2033-21@,Z008E0050,CML52,10,5,S,3.31.2011
10g-2033-22@,Z008E0050,CML52,12,2,S,3.31.2011
10g-1819-23@,Z008E0047,CML52,14,4,S,
