order,Pedigree,Genotype,Note,KRN,QS,ST
1065,10NAM-457-24@,Z005E0060,CML277,14,5,S
1066,10NAM-458-21@,Z005E0061,CML277,14,3,S
1068,10NAM-459-21@,Z005E0062,CML277,14,3,S
1069,10NAM-460-21@,Z005E0063,CML277,12,2,S
1070,10NAM-460-22@,Z005E0063,CML277,14,4,T
1071,10NAM-460-23@,Z005E0063,CML277,16,3,S
1072,10NAM-460-24@,Z005E0063,CML277,16,4,S
1074,10NAM-464-21@,Z005E0068,CML277,14,5,S
1075,10NAM-468-21@,Z005E0072,CML277,12,3,S
1076,10NAM-468-22@,Z005E0072,CML277,12,2,S
1077,10NAM-470-21@,Z005E0074,CML277,16,5,S
1078,10NAM-470-22@,Z005E0074,CML277,16,5,S
1081,10NAM-475-21@,Z005E0079,CML277,14,4,T
1082,10NAM-476-21@,Z005E0080,CML277,18,2,T
1083,10NAM-476-22@,Z005E0080,CML277,16,2,T
1084,10NAM-476-23@,Z005E0080,CML277,16,2,S
1085,10NAM-478-21@,Z005E0082,CML277,19,4,T
1086,10NAM-479-21@,Z005E0083,CML277,14,3,S
1087,10NAM-479-22@,Z005E0083,CML277,15,3,S
1088,10NAM-483-21@,Z005E0088,CML277,14,2,T
1089,10NAM-484-21@,Z005E0089,CML277,16,4,S
1090,10NAM-486-21@,Z005E0091,CML277,17,3,S
1091,10NAM-487-21@,Z005E0092,CML277,14,2,S
1092,10NAM-488-21@,Z005E0093,CML277,16,3,S
1093,10NAM-488-22@,Z005E0093,CML277,16,4,S
1094,10NAM-488-23@,Z005E0093,CML277,16,5,S
1095,10NAM-488-24@,Z005E0093,CML277,16,5,S
1096,10NAM-489-21@,Z005E0094,CML277,20,3,S
1097,10NAM-489-22@,Z005E0094,CML277,18,5,S
1098,10NAM-490-21@,Z005E0095,CML277,14,3,T
1099,10NAM-490-22@,Z005E0095,CML277,,,
1102,10NAM-495-21@,Z005E0100,CML277,18,4,S
1103,10NAM-495-22@,Z005E0100,CML277,22,4,T
1104,10NAM-497-21@,Z005E0102,CML277,14,1,S
1105,10NAM-497-22@,Z005E0102,CML277,14,5,S
1106,10NAM-499-21@,Z005E0104,CML277,14,5,S
1107,10NAM-500-21@,Z005E0105,CML277,18,4,T
1108,10NAM-501-21@,Z005E0106,CML277,14,5,S
1109,10NAM-501-22@,Z005E0106,CML277,14,5,S
1110,10NAM-501-23@,Z005E0106,CML277,16,4,S
1111,10NAM-501-24@,Z005E0106,CML277,14,2,S
1113,10NAM-502-21@,Z005E0107,CML277,16,5,S
1114,10NAM-502-22@,Z005E0107,CML277,16,5,S
1115,10NAM-502-23@,Z005E0107,CML277,16,5,S
1116,10NAM-503-21@,Z005E0108,CML277,12,5,S
1117,10NAM-503-22@,Z005E0108,CML277,12,5,S
1118,10NAM-503-23@,Z005E0108,CML277,12,5,S
1119,10NAM-503-24@,Z005E0108,CML277,12,5,S
1120,10NAM-504-21@,Z005E0109,CML277,16,4,S
1122,10NAM-505-21@,Z005E0110,CML277,16,3,T
1123,10NAM-505-22@,Z005E0110,CML277,16,1,T
1124,10NAM-505-23@,Z005E0110,CML277,16,3,T
1125,10NAM-506-21@,Z005E0111,CML277,14,5,S
1126,10NAM-506-22@,Z005E0111,CML277,14,3,S
1127,10NAM-506-23@,Z005E0111,CML277,16,5,S
1128,10NAM-506-24@,Z005E0111,CML277,16,4,S
1129,10NAM-507-21@,Z005E0112,CML277,16,5,S
1130,10NAM-507-22@,Z005E0112,CML277,16,4,S
1131,10NAM-507-23@,Z005E0112,CML277,14,5,S
1132,10NAM-507-24@,Z005E0112,CML277,16,5,S
1133,10NAM-507-25@,Z005E0112,CML277,14,5,S
1134,10NAM-508-21@,Z005E0113,CML277,16,5,S
1135,10NAM-508-22@,Z005E0113,CML277,14,3,S
1136,10NAM-508-23@,Z005E0113,CML277,14,3,S
1138,10NAM-511-21@,Z005E0116,CML277,14,5,S
1139,10NAM-511-22@,Z005E0116,CML277,14,5,S
1142,10NAM-513-21@,Z005E0118,CML277,20,3,S
1143,10NAM-513-22@,Z005E0118,CML277,22,5,S
1144,10NAM-514-21@,Z005E0119,CML277,14,2,S
1145,10NAM-515-21@,Z005E0120,CML277,16,3,T
1146,10NAM-515-22@,Z005E0120,CML277,14,4,T
1147,10NAM-515-23@,Z005E0120,CML277,15,2,S
1148,10NAM-515-24@,Z005E0120,CML277,16,4,S
1149,10NAM-516-21@,Z005E0121,CML277,15,3,S
1150,10NAM-516-22@,Z005E0121,CML277,14,4,S
1151,10NAM-517-21@,Z005E0122,CML277,11,2,T
1152,10NAM-517-22@,Z005E0122,CML277,14,3,S
1153,10NAM-518-21@,Z005E0123,CML277,20,5,S
1154,10NAM-519-21@,Z005E0124,CML277,16,1,S
1155,10NAM-519-22@,Z005E0124,CML277,12,4,S
1156,10NAM-520-21@,Z005E0125,CML277,16,3,T
1157,10NAM-521-21@,Z005E0126,CML277,14,4,T
1158,10NAM-521-22@,Z005E0126,CML277,14,3,T
1159,10NAM-522-21@,Z005E0127,CML277,16,5,S
1160,10NAM-523-21@,Z005E0128,CML277,13,3,T
1161,10NAM-523-22@,Z005E0128,CML277,15,3,T
1162,10NAM-523-23@,Z005E0128,CML277,12,4,S
1163,10NAM-524-21@,Z005E0129,CML277,18,4,T
1164,10NAM-524-22@,Z005E0129,CML277,18,4,T
1165,10NAM-524-23@,Z005E0129,CML277,14,2,T
1166,10NAM-525-21@,Z005E0130,CML277,17,3,T
1167,10NAM-525-22@,Z005E0130,CML277,15,3,T
1168,10NAM-527-21@,Z005E0133,CML277,18,4,T
1169,10NAM-528-21@,Z005E0134,CML277,20,5,S
1170,10NAM-528-22@,Z005E0134,CML277,20,5,S
1171,10NAM-528-23@,Z005E0134,CML277,20,5,S
1172,10NAM-528-24@,Z005E0134,CML277,18,5,S
1173,10NAM-529-21@,Z005E0135,CML277,12,5,S
1174,10NAM-529-22@,Z005E0135,CML277,12,5,S
1175,10NAM-529-23@,Z005E0135,CML277,12,5,S
1176,10NAM-530-21@,Z005E0136,CML277,13,2,S
1177,10NAM-530-22@,Z005E0136,CML277,11,2,S
1178,10NAM-531-21@,Z005E0137,CML277,14,5,S
1179,10NAM-531-22@,Z005E0137,CML277,14,2,S
1180,10NAM-532-21@,Z005E0138,CML277,14,3,T
1181,10NAM-532-22@,Z005E0138,CML277,,,
1182,10NAM-533-21@,Z005E0139,CML277,14,5,S
1183,10NAM-533-22@,Z005E0139,CML277,14,5,S
1184,10NAM-533-23@,Z005E0139,CML277,14,5,S
1185,10NAM-534-21@,Z005E0140,CML277,18,5,S
1186,10NAM-534-22@,Z005E0140,CML277,18,5,S
1188,10NAM-535-21@,Z005E0141,CML277,16,3,S
1189,10NAM-536-21@,Z005E0142,CML277,16,2,S
1190,10NAM-537-21@,Z005E0143,CML277,12,2,S
1191,10NAM-537-22@,Z005E0143,CML277,12,5,S
1192,10NAM-537-23@,Z005E0143,CML277,12,5,S
1193,10NAM-537-24@,Z005E0143,CML277,14,4,S
1194,10NAM-538-21@,Z005E0144,CML277,12,5,S
1195,10NAM-538-22@,Z005E0144,CML277,14,4,S
1196,10NAM-539-21@,Z005E0145,CML277,14,5,S
1197,10NAM-539-22@,Z005E0145,CML277,16,5,S
1198,10NAM-539-23@,Z005E0145,CML277,,,
1199,10NAM-540-21@,Z005E0146,CML277,14,2,S
1200,10NAM-540-22@,Z005E0146,CML277,14,5,S
1201,10NAM-541-21@,Z005E0147,CML277,16,5,S
1202,10NAM-541-22@,Z005E0147,CML277,12,4,S
1203,10NAM-542-21@,Z005E0148,CML277,14,5,S
1204,10NAM-542-22@,Z005E0148,CML277,14,5,S
1205,10NAM-543-21@,Z005E0149,CML277,18,4,S
1206,10NAM-544-21@,Z005E0150,CML277,12,5,S
1207,10NAM-544-22@,Z005E0150,CML277,14,5,S
1208,10NAM-544-23@,Z005E0150,CML277,12,4,S
1209,10NAM-544-24@,Z005E0150,CML277,12,4,T
1211,10NAM-546-21@,Z005E0152,CML277,16,3,T
1213,10NAM-547-21@,Z005E0153,CML277,12,2,T
1214,10NAM-547-22@,Z005E0153,CML277,14,3,T
1216,10NAM-548-21@,Z005E0154,CML277,16,3,S
1217,10NAM-549-21@,Z005E0155,CML277,14,5,S
1218,10NAM-549-22@,Z005E0155,CML277,14,5,S
1219,10NAM-549-23@,Z005E0155,CML277,14,5,S
1220,10NAM-549-24@,Z005E0155,CML277,14,5,S
1221,10NAM-550-21@,Z005E0156,CML277,14,5,S
1222,10NAM-550-22@,Z005E0156,CML277,16,5,S
1223,10NAM-550-23@,Z005E0156,CML277,14,4,S
1224,10NAM-550-24@,Z005E0156,CML277,16,4,S
1225,10NAM-551-21@,Z005E0158,CML277,16,3,T
1226,10NAM-552-21@,Z005E0159,CML277,12,3,S
1227,10NAM-552-22@,Z005E0159,CML277,,,
1228,10NAM-553-21@,Z005E0160,CML277,14,2,S
1229,10NAM-553-22@,Z005E0160,CML277,16,4,T
1230,10NAM-554-21@,Z005E0161,CML277,14,4,S
1232,10NAM-557-21@,Z005E0164,CML277,12,4,S
1233,10NAM-558-21@,Z005E0165,CML277,16,4,T
1234,10NAM-559-21@,Z005E0166,CML277,18,5,S
1235,10NAM-559-22@,Z005E0166,CML277,16,4,S
1236,10NAM-559-23@,Z005E0166,CML277,14,4,S
1237,10NAM-560-21@,Z005E0167,CML277,14,4,T
1238,10NAM-560-22@,Z005E0167,CML277,12,4,T
1239,10NAM-561-21@,Z005E0168,CML277,12,4,S
1240,10NAM-561-22@,Z005E0168,CML277,14,4,S
1241,10NAM-561-23@,Z005E0168,CML277,,,
1242,10NAM-562-21@,Z005E0169,CML277,12,5,S
1243,10NAM-563-21@,Z005E0170,CML277,16,5,S
1245,10NAM-564-21@,Z005E0171,CML277,16,4,S
1246,10NAM-564-22@,Z005E0171,CML277,,,
1247,10NAM-565-21@,Z005E0172,CML277,14,5,S
1248,10NAM-565-22@,Z005E0172,CML277,12,5,S
1249,10NAM-566-21@,Z005E0173,CML277,14,4,T
1250,10NAM-566-22@,Z005E0173,CML277,14,4,S
1251,10NAM-566-23@,Z005E0173,CML277,14,5,S
1252,10NAM-566-24@,Z005E0173,CML277,12,5,S
1253,10NAM-567-21@,Z005E0174,CML277,18,4,T
1255,10NAM-568-21@,Z005E0175,CML277,16,4,S
1256,10NAM-568-22@,Z005E0175,CML277,12,2,T
1257,10NAM-568-23@,Z005E0175,CML277,16,3,T
1258,10NAM-569-21@,Z005E0176,CML277,13,3,S
1259,10NAM-570-21@,Z005E0178,CML277,12,4,S
1260,10NAM-570-22@,Z005E0178,CML277,14,5,S
1261,10NAM-570-23@,Z005E0178,CML277,12,4,T
1262,10NAM-571-21@,Z005E0179,CML277,18,3,T
1263,10NAM-571-22@,Z005E0179,CML277,16,4,S
1264,10NAM-572-21@,Z005E0180,CML277,12,5,S
1265,10NAM-573-21@,Z005E0181,CML277,16,4,T
1268,10NAM-575-21@,Z005E0183,CML277,18,3,T
1269,10NAM-575-22@,Z005E0183,CML277,16,4,S
1270,10NAM-575-23@,Z005E0183,CML277,16,5,S
1271,10NAM-576-21@,Z005E0184,CML277,14,2,S
1272,10NAM-576-22@,Z005E0184,CML277,16,5,S
1273,10NAM-576-23@,Z005E0184,CML277,18,5,S
1274,10NAM-578-21@,Z005E0186,CML277,14,4,S
1275,10NAM-578-22@,Z005E0186,CML277,16,3,S
1276,10NAM-579-21@,Z005E0187,CML277,14,1,S
1277,10NAM-580-21@,Z005E0189,CML277,14,4,S
1278,10NAM-580-22@,Z005E0189,CML277,14,4,S
1279,10NAM-580-23@,Z005E0189,CML277,12,5,S
1280,10NAM-580-24@,Z005E0189,CML277,,,
1281,10NAM-581-21@,Z005E0190,CML277,18,5,S
1282,10NAM-581-22@,Z005E0190,CML277,18,5,S
1283,10NAM-583-21@,Z005E0192,CML277,12,1,S
1284,10NAM-583-22@,Z005E0192,CML277,12,3,S
1285,10NAM-584-21@,Z005E0193,CML277,16,5,S
1286,10NAM-584-22@,Z005E0193,CML277,16,5,S
1287,10NAM-584-23@,Z005E0193,CML277,16,5,S
1288,10NAM-585-21@,Z005E0195,CML277,14,5,S
1289,10NAM-586-21@,Z005E0196,CML277,16,5,S
1290,10NAM-587-21@,Z005E0197,CML277,14,5,S
1291,10NAM-587-22@,Z005E0197,CML277,12,5,S
1292,10NAM-587-23@,Z005E0197,CML277,12,3,S
1293,10NAM-588-21@,Z005E0198,CML277,12,2,S
1294,10NAM-588-22@,Z005E0198,CML277,14,1,S
1295,10NAM-589-21@,Z005E0199,CML277,16,4,T
1296,10NAM-590-21@,Z005E0204,CML277,13,1,S
1297,10NAM-590-22@,Z005E0204,CML277,,,
1298,10NAM-591-21@,Z005E0210,CML277,16,1,S
1299,10NAM-591-22@,Z005E0210,CML277,16,4,T
1300,10NAM-591-23@,Z005E0210,CML277,14,4,T
1301,10NAM-592-21@,Z005E0211,CML277,16,4,T
1302,10NAM-592-22@,Z005E0211,CML277,16,4,T
1303,10NAM-593-21@,Z005E0212,CML277,12,5,S
1304,10NAM-593-22@,Z005E0212,CML277,16,4,S
1305,10NAM-593-23@,Z005E0212,CML277,14,2,S
1306,10NAM-594-21@,Z005E0213,CML277,14,1,S
1307,10NAM-596-21@,Z005E0233,CML277,18,4,T
1308,10NAM-596-22@,Z005E0233,CML277,20,4,S
1309,10NAM-596-23@,Z005E0233,CML277,18,4,T
1310,10NAM-596-24@,Z005E0233,CML277,18,3,T
1311,10NAM-597-21@,Z005E0249,CML277,12,5,S
1312,10NAM-597-22@,Z005E0249,CML277,10,5,S
1313,10NAM-597-23@,Z005E0249,CML277,12,4,S
1314,10NAM-598-21@,Z026E0001,Tzi8,14,1,S
1315,10NAM-598-22@,Z026E0001,Tzi8,16,2,S
1317,10NAM-599-21@,Z026E0002,Tzi8,20,5,S
1318,10NAM-599-22@,Z026E0002,Tzi8,20,3,T
1319,10NAM-600-21@,Z026E0003,Tzi8,14,3,T
1320,10NAM-600-22@,Z026E0003,Tzi8,14,3,T
1321,10NAM-600-23@,Z026E0003,Tzi8,12,3,T
1322,10NAM-601-21@,Z026E0004,Tzi8,20,2,S
1323,10NAM-601-22@,Z026E0004,Tzi8,18,3,S
1324,10NAM-601-23@,Z026E0004,Tzi8,18,3,T
1325,10NAM-602-21@,Z026E0005,Tzi8,12,2,S
1326,10NAM-602-22@,Z026E0005,Tzi8,14,5,S
1327,10NAM-603-21@,Z026E0006,Tzi8,12,2,S
1328,10NAM-603-22@,Z026E0006,Tzi8,14,2,S
1329,10NAM-603-23@,Z026E0006,Tzi8,13,2,S
1332,10NAM-604-21@,Z026E0007,Tzi8,19,3,T
1333,10NAM-604-22@,Z026E0007,Tzi8,20,1,S
1334,10NAM-604-23@,Z026E0007,Tzi8,18,3,T
1335,10NAM-604-24@,Z026E0007,Tzi8,17,3,T
1337,10NAM-606-21@,Z026E0010,Tzi8,20,4,T
1338,10NAM-606-22@,Z026E0010,Tzi8,18,3,T
1339,10NAM-606-23@,Z026E0010,Tzi8,20,4,T
1340,10NAM-606-24@,Z026E0010,Tzi8,,,
1341,10NAM-607-21@,Z026E0011,Tzi8,14,2,T
1342,10NAM-607-22@,Z026E0011,Tzi8,12,1,S
1345,10NAM-608-21@,Z026E0012,Tzi8,12,5,S
1346,10NAM-608-22@,Z026E0012,Tzi8,14,4,S
1347,10NAM-609-21@,Z026E0013,Tzi8,12,1,S
1348,10NAM-609-22@,Z026E0013,Tzi8,12,5,S
1349,10NAM-609-23@,Z026E0013,Tzi8,14,5,S
1350,10NAM-610-21@,Z026E0014,Tzi8,16,5,S
1351,10NAM-610-22@,Z026E0014,Tzi8,16,5,S
1352,10NAM-610-23@,Z026E0014,Tzi8,16,4,T
1353,10NAM-611-21@,Z026E0015,Tzi8,14,2,S
1355,10NAM-612-21@,Z026E0016,Tzi8,14,3,S
1356,10NAM-612-22@,Z026E0016,Tzi8,16,3,S
1357,10NAM-613-21@,Z026E0017,Tzi8,14,1,S
1358,10NAM-613-22@,Z026E0017,Tzi8,12,2,S
1359,10NAM-613-23@,Z026E0017,Tzi8,14,3,S
1360,10NAM-614-21@,Z026E0018,Tzi8,16,5,S
1361,10NAM-615-21@,Z026E0019,Tzi8,16,2,S
1362,10NAM-615-22@,Z026E0019,Tzi8,14,2,S
1363,10NAM-616-21@,Z026E0020,Tzi8,18,4,T
1364,10NAM-616-22@,Z026E0020,Tzi8,18,4,T
1365,10NAM-616-23@,Z026E0020,Tzi8,18,4,T
1366,10NAM-617-21@,Z026E0021,Tzi8,14,2,S
1367,10NAM-617-22@,Z026E0021,Tzi8,12,2,S
1368,10NAM-617-23@,Z026E0021,Tzi8,14,5,S
1369,10NAM-618-21@,Z026E0022,Tzi8,14,3,S
1370,10NAM-618-22@,Z026E0022,Tzi8,16,3,S
1371,10NAM-618-23@,Z026E0022,Tzi8,14,4,S
1372,10NAM-618-24@,Z026E0022,Tzi8,,,
1374,10NAM-619-21@,Z026E0023,Tzi8,14,5,S
1375,10NAM-619-22@,Z026E0023,Tzi8,16,5,S
1376,10NAM-619-23@,Z026E0023,Tzi8,14,5,S
1377,10NAM-620-21@,Z026E0024,Tzi8,16,4,T
1378,10NAM-620-22@,Z026E0024,Tzi8,12,4,S
1379,10NAM-620-23@,Z026E0024,Tzi8,,,
1380,10NAM-621-21@,Z026E0025,Tzi8,12,1,S
1381,10NAM-621-22@,Z026E0025,Tzi8,14,3,S
1382,10NAM-622-21@,Z026E0026,Tzi8,14,2,S
1383,10NAM-622-22@,Z026E0026,Tzi8,10,2,S
1384,10NAM-622-23@,Z026E0026,Tzi8,14,2,S
1385,10NAM-622-24@,Z026E0026,Tzi8,14,4,S
1386,10NAM-623-21@,Z026E0027,Tzi8,16,5,S
1387,10NAM-623-22@,Z026E0027,Tzi8,16,4,T
1388,10NAM-623-23@,Z026E0027,Tzi8,14,5,S
1389,10NAM-624-21@,Z026E0028,Tzi8,14,3,T
1390,10NAM-624-22@,Z026E0028,Tzi8,14,3,T
1391,10NAM-625-21@,Z026E0029,Tzi8,14,1,S
1392,10NAM-625-22@,Z026E0029,Tzi8,16,5,S
1393,10NAM-625-23@,Z026E0029,Tzi8,14,5,S
1394,10NAM-625-24@,Z026E0029,Tzi8,12,4,S
1395,10NAM-625-25@,Z026E0029,Tzi8,18,3,S
1396,10NAM-626-21@,Z026E0030,Tzi8,12,2,S
1397,10NAM-626-22@,Z026E0030,Tzi8,12,5,S
1398,10NAM-626-23@,Z026E0030,Tzi8,12,3,S
1399,10NAM-626-24@,Z026E0030,Tzi8,12,5,S
1400,10NAM-627-21@,Z026E0031,Tzi8,14,2,S
1401,10NAM-627-22@,Z026E0031,Tzi8,18,3,S
1402,10NAM-628-21@,Z026E0032,Tzi8,16,3,T
1403,10NAM-628-22@,Z026E0032,Tzi8,16,3,T
1404,10NAM-628-23@,Z026E0032,Tzi8,18,3,T
1405,10NAM-629-21@,Z026E0033,Tzi8,18,3,T
1406,10NAM-629-22@,Z026E0033,Tzi8,18,3,T
1407,10NAM-629-23@,Z026E0033,Tzi8,,,
1408,10NAM-630-21@,Z026E0034,Tzi8,16,5,S
1409,10NAM-630-22@,Z026E0034,Tzi8,16,5,S
1410,10NAM-630-23@,Z026E0034,Tzi8,18,5,S
1411,10NAM-631-21@,Z026E0035,Tzi8,14,5,S
1412,10NAM-631-22@,Z026E0035,Tzi8,14,5,S
1413,10NAM-632-21@,Z026E0036,Tzi8,15,5,T
1414,10NAM-633-21@,Z026E0037,Tzi8,14,5,S
1415,10NAM-633-22@,Z026E0037,Tzi8,16,5,S
1416,10NAM-633-23@,Z026E0037,Tzi8,18,4,S
1417,10NAM-634-21@,Z026E0038,Tzi8,18,4,S
1418,10NAM-634-22@,Z026E0038,Tzi8,18,4,S
1419,10NAM-635-21@,Z026E0039,Tzi8,16,4,S
1420,10NAM-635-22@,Z026E0039,Tzi8,16,5,S
1421,10NAM-636-21@,Z026E0040,Tzi8,14,4,S
1422,10NAM-638-21@,Z026E0042,Tzi8,15,3,S
1423,10NAM-638-22@,Z026E0042,Tzi8,16,5,S
1424,10NAM-638-23@,Z026E0042,Tzi8,18,2,S
1426,10NAM-639-21@,Z026E0043,Tzi8,14,5,S
1427,10NAM-639-22@,Z026E0043,Tzi8,12,5,S
1428,10NAM-639-23@,Z026E0043,Tzi8,14,4,S
1429,10NAM-640-21@,Z026E0044,Tzi8,16,5,S
1430,10NAM-640-22@,Z026E0044,Tzi8,14,3,S
1431,10NAM-640-23@,Z026E0044,Tzi8,14,3,S
1432,10NAM-641-21@,Z026E0045,Tzi8,10,1,S
1433,10NAM-641-22@,Z026E0045,Tzi8,9,1,S
1435,10NAM-642-21@,Z026E0046,Tzi8,24,5,S
1436,10NAM-642-22@,Z026E0046,Tzi8,22,4,S
1437,10NAM-642-23@,Z026E0046,Tzi8,20,3,S
1438,10NAM-643-21@,Z026E0047,Tzi8,10,1,S
1439,10NAM-643-22@,Z026E0047,Tzi8,12,2,S
1440,10NAM-643-23@,Z026E0047,Tzi8,14,4,S
1442,10NAM-647-21@,Z026E0051,Tzi8,12,2,S
1443,10NAM-647-22@,Z026E0051,Tzi8,14,2,T
1444,10NAM-647-23@,Z026E0051,Tzi8,14,1,T
1445,10NAM-647-24@,Z026E0051,Tzi8,14,2,T
1446,10NAM-649-21@,Z026E0053,Tzi8,16,1,S
1447,10NAM-649-22@,Z026E0053,Tzi8,16,3,S
1448,10NAM-650-21@,Z026E0054,Tzi8,18,5,S
1449,10NAM-650-22@,Z026E0054,Tzi8,16,5,S
1450,10NAM-650-23@,Z026E0054,Tzi8,14,4,S
1451,10NAM-652-21@,Z026E0056,Tzi8,18,5,S
1452,10NAM-652-22@,Z026E0056,Tzi8,16,5,S
1453,10NAM-652-23@,Z026E0056,Tzi8,18,4,T
1454,10NAM-653-21@,Z026E0057,Tzi8,23,3,T
1455,10NAM-654-21@,Z026E0059,Tzi8,14,5,S
1456,10NAM-654-22@,Z026E0059,Tzi8,16,4,S
1457,10NAM-655-21@,Z026E0060,Tzi8,16,3,T
1458,10NAM-656-21@,Z026E0061,Tzi8,14,5,S
1459,10NAM-656-22@,Z026E0061,Tzi8,14,2,S
1460,10NAM-657-21@,Z026E0062,Tzi8,14,2,S
1461,10NAM-657-22@,Z026E0062,Tzi8,14,1,S
1462,10NAM-657-23@,Z026E0062,Tzi8,14,5,S
1463,10NAM-657-24@,Z026E0062,Tzi8,14,3,S
1464,10NAM-658-21@,Z026E0063,Tzi8,18,4,T
1465,10NAM-658-22@,Z026E0063,Tzi8,18,4,T
1466,10NAM-658-23@,Z026E0063,Tzi8,,,
1468,10NAM-659-21@,Z026E0064,Tzi8,16,3,S
1469,10NAM-659-22@,Z026E0064,Tzi8,14,3,T
1470,10NAM-660-21@,Z026E0065,Tzi8,18,3,T
1471,10NAM-660-22@,Z026E0065,Tzi8,16,3,T
1472,10NAM-661-21@,Z026E0066,Tzi8,14,4,S
1473,10NAM-662-21@,Z026E0067,Tzi8,18,3,T
1474,10NAM-662-22@,Z026E0067,Tzi8,16,2,S
1475,10NAM-663-21@,Z026E0068,Tzi8,16,4,S
1476,10NAM-664-21@,Z026E0069,Tzi8,18,3,T
1477,10NAM-665-21@,Z026E0070,Tzi8,16,3,T
1478,10NAM-665-22@,Z026E0070,Tzi8,17,3,T
1479,10NAM-666-21@,Z026E0072,Tzi8,16,3,T
1480,10NAM-668-21@,Z026E0074,Tzi8,15,3,T
1481,10NAM-668-22@,Z026E0074,Tzi8,16,2,S
1482,10NAM-669-21@,Z026E0075,Tzi8,14,1,S
1483,10NAM-670-21@,Z026E0076,Tzi8,16,5,S
1484,10NAM-670-22@,Z026E0076,Tzi8,16,2,S
1485,10NAM-671-21@,Z026E0077,Tzi8,12,3,T
1486,10NAM-671-22@,Z026E0077,Tzi8,16,5,S
1487,10NAM-671-23@,Z026E0077,Tzi8,16,4,S
1488,10NAM-672-21@,Z026E0078,Tzi8,22,4,T
1489,10NAM-672-22@,Z026E0078,Tzi8,22,4,T
1490,10NAM-672-23@,Z026E0078,Tzi8,22,4,S
1491,10NAM-672-24@,Z026E0078,Tzi8,24,5,S
1492,10NAM-673-21@,Z026E0079,Tzi8,18,5,S
1494,10NAM-676-21@,Z026E0082,Tzi8,14,3,S
1495,10NAM-677-21@,Z026E0084,Tzi8,18,4,T
1496,10NAM-678-21@,Z026E0085,Tzi8,12,5,S
1497,10NAM-678-22@,Z026E0085,Tzi8,12,3,S
1498,10NAM-679-21@,Z026E0086,Tzi8,14,2,S
1499,10NAM-679-22@,Z026E0086,Tzi8,,,
1500,10NAM-680-21@,Z026E0087,Tzi8,16,4,S
1501,10NAM-680-22@,Z026E0087,Tzi8,12,5,S
1502,10NAM-680-23@,Z026E0087,Tzi8,16,4,S
1503,10NAM-683-21@,Z026E0090,Tzi8,14,5,S
1504,10NAM-683-22@,Z026E0090,Tzi8,16,2,S
1505,10NAM-684-21@,Z026E0091,Tzi8,,,
1506,10NAM-685-21@,Z026E0092,Tzi8,18,4,S
1508,10NAM-686-21@,Z026E0093,Tzi8,,,
1509,10NAM-687-21@,Z026E0094,Tzi8,14,4,T
1510,10NAM-687-22@,Z026E0094,Tzi8,16,5,T
1511,10NAM-688-21@,Z026E0095,Tzi8,17,3,T
1512,10NAM-688-22@,Z026E0095,Tzi8,17,3,T
1514,10NAM-689-21@,Z026E0096,Tzi8,14,3,T
1515,10NAM-689-22@,Z026E0096,Tzi8,16,4,T
1516,10NAM-689-23@,Z026E0096,Tzi8,16,5,S
1517,10NAM-690-21@,Z026E0097,Tzi8,,,
1518,10NAM-691-21@,Z026E0099,Tzi8,16,4,T
1519,10NAM-691-22@,Z026E0099,Tzi8,16,4,T
1520,10NAM-691-23@,Z026E0099,Tzi8,16,4,T
1521,10NAM-691-24@,Z026E0099,Tzi8,16,4,T
1522,10NAM-692-21@,Z026E0100,Tzi8,16,5,S
1523,10NAM-692-22@,Z026E0100,Tzi8,16,4,S
1524,10NAM-692-23@,Z026E0100,Tzi8,16,3,T
1525,10NAM-693-21@,Z026E0101,Tzi8,,,
1526,10NAM-693-22@,Z026E0101,Tzi8,,,
1527,10NAM-694-21@,Z026E0102,Tzi8,16,4,S
1528,10NAM-694-22@,Z026E0102,Tzi8,16,5,S
1529,10NAM-694-23@,Z026E0102,Tzi8,,,
1530,10NAM-694-24@,Z026E0102,Tzi8,,,
1531,10NAM-695-21@,Z026E0103,Tzi8,18,2,S
1532,10NAM-695-22@,Z026E0103,Tzi8,16,4,T
1533,10NAM-695-23@,Z026E0103,Tzi8,,,
1535,10NAM-696-21@,Z026E0104,Tzi8,20,4,T
1536,10NAM-696-22@,Z026E0104,Tzi8,14,2,T
1537,10NAM-696-23@,Z026E0104,Tzi8,18,3,S
1538,10NAM-697-21@,Z026E0105,Tzi8,18,4,S
1539,10NAM-697-22@,Z026E0105,Tzi8,20,1,S
1541,10NAM-698-21@,Z026E0107,Tzi8,16,5,S
1542,10NAM-699-21@,Z026E0108,Tzi8,12,2,S
1543,10NAM-699-22@,Z026E0108,Tzi8,12,2,S
1545,10NAM-700-21@,Z026E0109,Tzi8,14,5,S
1546,10NAM-701-21@,Z026E0110,Tzi8,14,5,S
1547,10NAM-701-22@,Z026E0110,Tzi8,14,3,T
1548,10NAM-701-23@,Z026E0110,Tzi8,12,5,S
1549,10NAM-701-24@,Z026E0110,Tzi8,12,5,S
1550,10NAM-701-25@,Z026E0110,Tzi8,,,
1552,10NAM-703-21@,Z026E0112,Tzi8,16,5,S
1554,10NAM-704-21@,Z026E0113,Tzi8,16,3,S
1555,10NAM-705-21@,Z026E0114,Tzi8,12,1,S
1556,10NAM-705-22@,Z026E0114,Tzi8,18,3,T
1557,10NAM-705-23@,Z026E0114,Tzi8,18,3,T
