order,Pedigree,Genotype,Note,KRN,QS,ST
3104,10NAM-1813-22@,Z021E0185,NC358,,,
3105,10NAM-1815-21@,Z021E0187,NC358,12,5,S
3107,10NAM-1816-21@,Z021E0188,NC358,16,5,S
3108,10NAM-1816-22@,Z021E0188,NC358,14,5,S
3109,10NAM-1817-21@,Z021E0189,NC358,14,3,S
3110,10NAM-1819-21@,Z021E0191,NC358,16,5,S
3111,10NAM-1819-22@,Z021E0191,NC358,12,4,S
3112,10NAM-1820-21@,Z021E0192,NC358,12,3,T
3113,10NAM-1820-22@,Z021E0192,NC358,10,4,T
3114,10NAM-1820-23@,Z021E0192,NC358,14,5,S
3115,10NAM-1823-21@,Z021E0195,NC358,12,5,S
3116,10NAM-1824-21@,Z021E0196,NC358,12,2,S
3117,10NAM-1824-22@,Z021E0196,NC358,16,3,S
3118,10NAM-1824-23@,Z021E0196,NC358,14,3,T
3121,10NAM-1831-21@,Z021E0235,NC358,14,2,S
3122,10NAM-1831-22@,Z021E0235,NC358,16,2,S
3123,10NAM-1832-21@,Z021E0239,NC358,12,5,S
3124,10NAM-1833-21@,Z021E0241,NC358,10,3,S
3125,10NAM-1833-22@,Z021E0241,NC358,12,3,S
3126,10NAM-1833-23@,Z021E0241,NC358,12,4,S
3127,10NAM-1834-21@,Z016E0001,M37W,16,2,S
3128,10NAM-1834-22@,Z016E0001,M37W,12,3,S
3129,10NAM-1834-23@,Z016E0001,M37W,10,1,S
3131,10NAM-1837-21@,Z016E0004,M37W,12,1,S
3132,10NAM-1837-22@,Z016E0004,M37W,14,4,S
3133,10NAM-1838-21@,Z016E0005,M37W,18,4,S
3134,10NAM-1840-21@,Z016E0007,M37W,14,3,S
3135,10NAM-1840-22@,Z016E0007,M37W,16,3,S
3136,10NAM-1841-21@,Z016E0008,M37W,14,3,S
3137,10NAM-1842-21@,Z016E0009,M37W,16,4,S
3138,10NAM-1843-21@,Z016E0010,M37W,14,3,S
3139,10NAM-1843-22@,Z016E0010,M37W,14,4,S
3140,10NAM-1843-23@,Z016E0010,M37W,14,4,S
3141,10NAM-1844-21@,Z016E0012,M37W,14,3,S
3142,10NAM-1844-22@,Z016E0012,M37W,10,4,S
3143,10NAM-1845-21@,Z016E0013,M37W,16,4,S
3144,10NAM-1846-21@,Z016E0014,M37W,14,3,S
3145,10NAM-1846-22@,Z016E0014,M37W,14,4,S
3146,10NAM-1847-21@,Z016E0015,M37W,14,5,S
3147,10NAM-1847-22@,Z016E0015,M37W,16,4,S
3148,10NAM-1848-21@,Z016E0016,M37W,14,4,S
3149,10NAM-1848-22@,Z016E0016,M37W,12,2,S
3150,10NAM-1849-21@,Z016E0017,M37W,14,3,S
3152,10NAM-1850-21@,Z016E0018,M37W,18,3,T
3153,10NAM-1850-22@,Z016E0018,M37W,16,4,S
3154,10NAM-1852-21@,Z016E0020,M37W,16,4,T
3155,10NAM-1854-21@,Z016E0022,M37W,16,4,S
3156,10NAM-1854-22@,Z016E0022,M37W,18,4,S
3157,10NAM-1855-21@,Z016E0023,M37W,16,3,S
3158,10NAM-1855-22@,Z016E0023,M37W,14,3,S
3159,10NAM-1856-21@,Z016E0024,M37W,18,4,S
3161,10NAM-1857-21@,Z016E0025,M37W,16,5,S
3162,10NAM-1857-22@,Z016E0025,M37W,18,2,S
3163,10NAM-1858-21@,Z016E0026,M37W,16,4,S
3164,10NAM-1858-22@,Z016E0026,M37W,14,4,S
3165,10NAM-1859-21@,Z016E0027,M37W,16,5,S
3166,10NAM-1859-22@,Z016E0027,M37W,14,4,S
3167,10NAM-1859-23@,Z016E0027,M37W,18,4,S
3168,10NAM-1859-24@,Z016E0027,M37W,,,
3169,10NAM-1860-21@,Z016E0028,M37W,16,5,S
3170,10NAM-1860-22@,Z016E0028,M37W,18,5,S
3171,10NAM-1861-21@,Z016E0029,M37W,16,5,S
3172,10NAM-1862-21@,Z016E0030,M37W,22,5,S
3173,10NAM-1862-22@,Z016E0030,M37W,18,5,S
3174,10NAM-1862-23@,Z016E0030,M37W,18,5,S
3175,10NAM-1862-24@,Z016E0030,M37W,,,
3176,10NAM-1864-21@,Z016E0032,M37W,14,4,S
3177,10NAM-1864-22@,Z016E0032,M37W,16,4,T
3178,10NAM-1864-23@,Z016E0032,M37W,12,3,T
3179,10NAM-1865-21@,Z016E0033,M37W,14,5,S
3180,10NAM-1865-22@,Z016E0033,M37W,12,3,S
3181,10NAM-1867-21@,Z016E0035,M37W,18,4,T
3183,10NAM-1871-21@,Z016E0039,M37W,14,3,T
3184,10NAM-1871-22@,Z016E0039,M37W,16,3,S
3185,10NAM-1871-23@,Z016E0039,M37W,16,3,S
3186,10NAM-1873-21@,Z016E0041,M37W,14,4,T
3187,10NAM-1873-22@,Z016E0041,M37W,16,3,S
3188,10NAM-1873-23@,Z016E0041,M37W,16,5,S
3189,10NAM-1874-21@,Z016E0042,M37W,15,3,S
3190,10NAM-1874-22@,Z016E0042,M37W,16,5,S
3191,10NAM-1874-23@,Z016E0042,M37W,16,3,S
3192,10NAM-1875-21@,Z016E0043,M37W,12,5,S
3193,10NAM-1877-21@,Z016E0045,M37W,16,4,S
3194,10NAM-1877-22@,Z016E0045,M37W,16,4,T
3195,10NAM-1878-21@,Z016E0046,M37W,18,2,S
3197,10NAM-1880-21@,Z016E0048,M37W,12,3,S
3198,10NAM-1880-22@,Z016E0048,M37W,16,3,S
3199,10NAM-1880-23@,Z016E0048,M37W,16,3,S
3200,10NAM-1880-24@,Z016E0048,M37W,16,4,S
3201,10NAM-1881-21@,Z016E0049,M37W,14,4,S
3203,10NAM-1882-21@,Z016E0050,M37W,16,4,S
3204,10NAM-1882-22@,Z016E0050,M37W,16,4,S
3206,10NAM-1883-21@,Z016E0051,M37W,16,5,S
3207,10NAM-1883-22@,Z016E0051,M37W,16,3,S
3208,10NAM-1883-23@,Z016E0051,M37W,16,5,S
3209,10NAM-1883-24@,Z016E0051,M37W,16,5,S
3210,10NAM-1883-25@,Z016E0051,M37W,14,4,S
3211,10NAM-1884-21@,Z016E0053,M37W,16,3,S
3212,10NAM-1884-22@,Z016E0053,M37W,16,4,S
3213,10NAM-1885-21@,Z016E0054,M37W,18,2,S
3214,10NAM-1886-21@,Z016E0055,M37W,12,3,S
3215,10NAM-1886-22@,Z016E0055,M37W,14,5,S
3216,10NAM-1887-21@,Z016E0056,M37W,12,3,S
3217,10NAM-1888-21@,Z016E0057,M37W,18,3,T
3218,10NAM-1888-22@,Z016E0057,M37W,16,5,S
3219,10NAM-1889-21@,Z016E0058,M37W,14,4,T
3220,10NAM-1889-22@,Z016E0058,M37W,15,4,T
3221,10NAM-1889-23@,Z016E0058,M37W,,,
3222,10NAM-1890-21@,Z016E0059,M37W,16,5,S
3223,10NAM-1890-22@,Z016E0059,M37W,16,5,S
3224,10NAM-1890-23@,Z016E0059,M37W,18,5,S
3225,10NAM-1893-21@,Z016E0062,M37W,14,2,S
3226,10NAM-1893-22@,Z016E0062,M37W,14,5,S
3227,10NAM-1893-23@,Z016E0062,M37W,14,5,S
3228,10NAM-1893-24@,Z016E0062,M37W,12,5,S
3229,10NAM-1893-25@,Z016E0062,M37W,15,3,S
3230,10NAM-1894-21@,Z016E0063,M37W,14,5,S
3231,10NAM-1894-22@,Z016E0063,M37W,16,5,S
3232,10NAM-1894-23@,Z016E0063,M37W,14,5,S
3233,10NAM-1894-24@,Z016E0063,M37W,16,5,S
3234,10NAM-1895-21@,Z016E0064,M37W,14,2,S
3236,10NAM-1896-21@,Z016E0065,M37W,14,3,T
3237,10NAM-1896-22@,Z016E0065,M37W,16,5,S
3238,10NAM-1896-23@,Z016E0065,M37W,14,3,S
3239,10NAM-1897-21@,Z016E0066,M37W,12,5,S
3240,10NAM-1897-22@,Z016E0066,M37W,14,4,T
3241,10NAM-1897-23@,Z016E0066,M37W,12,5,S
3242,10NAM-1898-21@,Z016E0067,M37W,18,5,S
3243,10NAM-1898-22@,Z016E0067,M37W,18,5,S
3244,10NAM-1898-23@,Z016E0067,M37W,16,5,S
3245,10NAM-1899-21@,Z016E0068,M37W,16,1,S
3246,10NAM-1900-21@,Z016E0069,M37W,16,3,T
3247,10NAM-1900-22@,Z016E0069,M37W,16,5,S
3248,10NAM-1902-21@,Z016E0071,M37W,14,2,S
3249,10NAM-1903-21@,Z016E0072,M37W,16,3,T
3250,10NAM-1903-22@,Z016E0072,M37W,14,5,S
3251,10NAM-1903-23@,Z016E0072,M37W,14,5,S
3252,10NAM-1903-24@,Z016E0072,M37W,14,5,S
3253,10NAM-1903-25@,Z016E0072,M37W,14,4,T
3254,10NAM-1904-21@,Z016E0073,M37W,12,5,S
3255,10NAM-1904-22@,Z016E0073,M37W,14,4,S
3256,10NAM-1904-23@,Z016E0073,M37W,14,5,S
3257,10NAM-1905-21@,Z016E0074,M37W,20,3,S
3258,10NAM-1905-22@,Z016E0074,M37W,18,3,T
3259,10NAM-1905-23@,Z016E0074,M37W,22,3,T
3260,10NAM-1905-24@,Z016E0074,M37W,16,4,S
3261,10NAM-1905-25@,Z016E0074,M37W,20,5,S
3262,10NAM-1906-21@,Z016E0075,M37W,14,3,S
3263,10NAM-1907-21@,Z016E0076,M37W,16,5,S
3264,10NAM-1907-22@,Z016E0076,M37W,16,5,S
3265,10NAM-1907-23@,Z016E0076,M37W,15,3,T
3266,10NAM-1907-24@,Z016E0076,M37W,14,3,T
3267,10NAM-1908-21@,Z016E0077,M37W,12,4,S
3268,10NAM-1908-22@,Z016E0077,M37W,12,4,S
3269,10NAM-1908-23@,Z016E0077,M37W,14,2,S
3270,10NAM-1909-21@,Z016E0078,M37W,18,4,T
3271,10NAM-1909-22@,Z016E0078,M37W,12,3,T
3272,10NAM-1909-23@,Z016E0078,M37W,12,5,S
3273,10NAM-1909-24@,Z016E0078,M37W,16,3,T
3274,10NAM-1910-21@,Z016E0079,M37W,16,3,T
3275,10NAM-1910-22@,Z016E0079,M37W,16,3,T
3276,10NAM-1910-23@,Z016E0079,M37W,18,3,T
3277,10NAM-1911-21@,Z016E0080,M37W,16,5,S
3278,10NAM-1911-22@,Z016E0080,M37W,16,5,S
3279,10NAM-1911-23@,Z016E0080,M37W,16,4,S
3280,10NAM-1913-21@,Z016E0082,M37W,12,5,S
3281,10NAM-1914-21@,Z016E0083,M37W,16,4,S
3282,10NAM-1915-21@,Z016E0084,M37W,10,3,T
3283,10NAM-1915-22@,Z016E0084,M37W,12,4,S
3284,10NAM-1916-21@,Z016E0085,M37W,20,5,S
3285,10NAM-1916-22@,Z016E0085,M37W,18,5,S
3286,10NAM-1916-23@,Z016E0085,M37W,18,3,S
3287,10NAM-1916-24@,Z016E0085,M37W,16,3,T
3288,10NAM-1917-21@,Z016E0086,M37W,16,5,S
3289,10NAM-1917-22@,Z016E0086,M37W,16,5,S
3290,10NAM-1917-23@,Z016E0086,M37W,16,5,S
3291,10NAM-1918-21@,Z016E0087,M37W,16,5,S
3292,10NAM-1918-22@,Z016E0087,M37W,18,4,T
3293,10NAM-1919-21@,Z016E0088,M37W,16,5,S
3294,10NAM-1919-22@,Z016E0088,M37W,14,5,S
3295,10NAM-1920-21@,Z016E0089,M37W,14,4,T
3296,10NAM-1920-22@,Z016E0089,M37W,14,5,S
3298,10NAM-1921-21@,Z016E0090,M37W,18,3,S
3299,10NAM-1922-21@,Z016E0091,M37W,16,5,S
3300,10NAM-1923-21@,Z016E0092,M37W,14,4,S
3301,10NAM-1924-21@,Z016E0093,M37W,12,5,S
3302,10NAM-1925-21@,Z016E0094,M37W,,,
3303,10NAM-1926-21@,Z016E0095,M37W,18,5,S
3304,10NAM-1927-21@,Z016E0096,M37W,16,3,T
3305,10NAM-1927-22@,Z016E0096,M37W,18,4,T
3307,10NAM-1928-21@,Z016E0097,M37W,16,5,S
3308,10NAM-1929-21@,Z016E0098,M37W,16,2,S
3309,10NAM-1929-22@,Z016E0098,M37W,16,3,T
3310,10NAM-1930-21@,Z016E0099,M37W,14,4,S
3311,10NAM-1930-22@,Z016E0099,M37W,12,5,S
3313,10NAM-1934-21@,Z016E0104,M37W,14,4,T
3314,10NAM-1934-22@,Z016E0104,M37W,14,4,S
3315,10NAM-1936-21@,Z016E0106,M37W,12,5,S
3316,10NAM-1937-21@,Z016E0107,M37W,16,5,S
3317,10NAM-1937-22@,Z016E0107,M37W,12,2,T
3318,10NAM-1937-23@,Z016E0107,M37W,14,5,S
3319,10NAM-1938-21@,Z016E0108,M37W,19,3,T
3320,10NAM-1938-22@,Z016E0108,M37W,18,3,T
3321,10NAM-1938-23@,Z016E0108,M37W,16,5,S
3322,10NAM-1939-21@,Z016E0109,M37W,18,4,T
3323,10NAM-1939-22@,Z016E0109,M37W,18,4,T
3324,10NAM-1940-21@,Z016E0110,M37W,16,3,T
3325,10NAM-1941-21@,Z016E0111,M37W,14,5,S
3326,10NAM-1941-22@,Z016E0111,M37W,12,5,S
3327,10NAM-1941-23@,Z016E0111,M37W,14,4,S
3328,10NAM-1941-24@,Z016E0111,M37W,16,5,S
3329,10NAM-1941-25@,Z016E0111,M37W,,,
3330,10NAM-1942-21@,Z016E0112,M37W,18,5,S
3331,10NAM-1942-22@,Z016E0112,M37W,16,4,S
3332,10NAM-1942-23@,Z016E0112,M37W,16,5,S
3333,10NAM-1943-21@,Z016E0113,M37W,12,3,S
3334,10NAM-1943-22@,Z016E0113,M37W,16,3,S
3335,10NAM-1943-23@,Z016E0113,M37W,14,4,S
3336,10NAM-1944-21@,Z016E0115,M37W,16,3,T
3337,10NAM-1944-22@,Z016E0115,M37W,15,3,T
3338,10NAM-1944-23@,Z016E0115,M37W,16,5,S
3339,10NAM-1944-24@,Z016E0115,M37W,14,3,T
3340,10NAM-1945-21@,Z016E0116,M37W,14,5,S
3341,10NAM-1945-22@,Z016E0116,M37W,14,4,S
3342,10NAM-1947-21@,Z016E0118,M37W,18,4,S
3343,10NAM-1947-22@,Z016E0118,M37W,18,5,S
3344,10NAM-1947-23@,Z016E0118,M37W,16,5,S
3345,10NAM-1947-24@,Z016E0118,M37W,18,4,S
3346,10NAM-1948-21@,Z016E0119,M37W,17,3,T
3347,10NAM-1948-22@,Z016E0119,M37W,16,4,S
3348,10NAM-1949-21@,Z016E0120,M37W,18,4,S
3349,10NAM-1949-22@,Z016E0120,M37W,14,1,S
3350,10NAM-1949-23@,Z016E0120,M37W,14,4,T
3352,10NAM-1951-21@,Z016E0122,M37W,16,4,S
3353,10NAM-1951-22@,Z016E0122,M37W,12,5,S
3354,10NAM-1952-21@,Z016E0123,M37W,14,5,S
3355,10NAM-1952-22@,Z016E0123,M37W,14,5,S
3356,10NAM-1952-23@,Z016E0123,M37W,16,3,S
3357,10NAM-1953-21@,Z016E0125,M37W,18,5,S
3358,10NAM-1953-22@,Z016E0125,M37W,14,3,S
3359,10NAM-1953-23@,Z016E0125,M37W,16,5,S
3360,10NAM-1953-24@,Z016E0125,M37W,18,5,S
3361,10NAM-1953-25@,Z016E0125,M37W,20,5,S
3362,10NAM-1954-21@,Z016E0126,M37W,18,5,S
3363,10NAM-1954-22@,Z016E0126,M37W,16,5,S
3364,10NAM-1954-23@,Z016E0126,M37W,16,5,S
3365,10NAM-1954-24@,Z016E0126,M37W,20,5,S
3366,10NAM-1955-21@,Z016E0127,M37W,20,4,T
3367,10NAM-1955-22@,Z016E0127,M37W,20,4,T
3368,10NAM-1955-23@,Z016E0127,M37W,18,4,T
3370,10NAM-1957-21@,Z016E0129,M37W,12,3,S
3371,10NAM-1957-22@,Z016E0129,M37W,14,3,S
3372,10NAM-1958-21@,Z016E0130,M37W,18,5,S
3373,10NAM-1958-22@,Z016E0130,M37W,14,4,S
3374,10NAM-1958-23@,Z016E0130,M37W,18,3,S
3375,10NAM-1959-21@,Z016E0131,M37W,16,4,S
3376,10NAM-1959-22@,Z016E0131,M37W,14,5,S
3377,10NAM-1959-23@,Z016E0131,M37W,14,5,S
3378,10NAM-1959-24@,Z016E0131,M37W,16,4,S
3379,10NAM-1959-25@,Z016E0131,M37W,14,3,S
3380,10NAM-1960-21@,Z016E0132,M37W,18,5,S
3381,10NAM-1960-22@,Z016E0132,M37W,15,3,T
3382,10NAM-1960-23@,Z016E0132,M37W,14,3,T
3383,10NAM-1960-24@,Z016E0132,M37W,15,3,S
3384,10NAM-1961-21@,Z016E0133,M37W,16,3,T
3385,10NAM-1961-22@,Z016E0133,M37W,14,5,S
3386,10NAM-1962-21@,Z016E0134,M37W,12,5,S
3387,10NAM-1962-22@,Z016E0134,M37W,12,5,S
3388,10NAM-1963-21@,Z016E0135,M37W,18,4,T
3389,10NAM-1963-22@,Z016E0135,M37W,16,5,S
3390,10NAM-1963-23@,Z016E0135,M37W,18,4,T
3391,10NAM-1964-21@,Z016E0136,M37W,16,4,S
3392,10NAM-1964-22@,Z016E0136,M37W,14,3,S
3393,10NAM-1965-21@,Z016E0137,M37W,12,5,S
3394,10NAM-1965-22@,Z016E0137,M37W,14,4,T
3395,10NAM-1966-21@,Z016E0138,M37W,18,5,S
3396,10NAM-1968-21@,Z016E0140,M37W,14,3,S
3397,10NAM-1968-22@,Z016E0140,M37W,16,4,T
3398,10NAM-1969-21@,Z016E0141,M37W,16,5,S
3399,10NAM-1969-22@,Z016E0141,M37W,12,5,S
3400,10NAM-1969-23@,Z016E0141,M37W,12,4,T
3401,10NAM-1969-24@,Z016E0141,M37W,16,5,S
3402,10NAM-1970-21@,Z016E0142,M37W,14,3,S
3403,10NAM-1970-22@,Z016E0142,M37W,16,3,S
3404,10NAM-1971-21@,Z016E0143,M37W,12,3,S
3405,10NAM-1971-22@,Z016E0143,M37W,14,5,S
3406,10NAM-1972-21@,Z016E0144,M37W,18,3,S
3407,10NAM-1972-22@,Z016E0144,M37W,14,4,T
3408,10NAM-1972-23@,Z016E0144,M37W,20,5,S
3409,10NAM-1973-21@,Z016E0145,M37W,12,3,S
3410,10NAM-1973-22@,Z016E0145,M37W,14,3,S
3412,10NAM-1974-21@,Z016E0146,M37W,16,5,S
3413,10NAM-1974-22@,Z016E0146,M37W,16,5,S
3414,10NAM-1975-21@,Z016E0147,M37W,16,4,T
3415,10NAM-1975-22@,Z016E0147,M37W,18,5,S
3416,10NAM-1976-21@,Z016E0148,M37W,14,4,T
3417,10NAM-1976-22@,Z016E0148,M37W,14,5,S
3418,10NAM-1977-21@,Z016E0149,M37W,16,4,S
3419,10NAM-1977-22@,Z016E0149,M37W,14,3,S
3420,10NAM-1978-21@,Z016E0150,M37W,18,3,S
3422,10NAM-1979-21@,Z016E0151,M37W,18,2,S
3424,10NAM-1982-21@,Z016E0154,M37W,20,5,S
3425,10NAM-1983-21@,Z016E0155,M37W,14,2,S
3426,10NAM-1983-22@,Z016E0155,M37W,16,3,S
3427,10NAM-1983-23@,Z016E0155,M37W,12,5,S
3428,10NAM-1983-24@,Z016E0155,M37W,14,5,S
3429,10NAM-1984-21@,Z016E0156,M37W,12,3,S
3430,10NAM-1984-22@,Z016E0156,M37W,12,5,S
3431,10NAM-1984-23@,Z016E0156,M37W,14,5,S
3432,10NAM-1984-24@,Z016E0156,M37W,14,5,S
3433,10NAM-1985-21@,Z016E0157,M37W,14,4,T
3434,10NAM-1985-22@,Z016E0157,M37W,12,3,S
3436,10NAM-1986-21@,Z016E0158,M37W,16,3,T
3437,10NAM-1987-21@,Z016E0159,M37W,20,3,S
3438,10NAM-1987-22@,Z016E0159,M37W,20,4,T
3439,10NAM-1987-23@,Z016E0159,M37W,18,4,S
3440,10NAM-1987-24@,Z016E0159,M37W,18,4,T
3441,10NAM-1988-21@,Z016E0160,M37W,16,4,S
3442,10NAM-1990-21@,Z016E0162,M37W,16,2,S
3443,10NAM-1990-22@,Z016E0162,M37W,18,3,S
3444,10NAM-1990-23@,Z016E0162,M37W,16,1,S
3445,10NAM-1991-21@,Z016E0163,M37W,16,1,S
3446,10NAM-1992-21@,Z016E0164,M37W,14,3,S
3447,10NAM-1992-22@,Z016E0164,M37W,16,2,S
3448,10NAM-1992-23@,Z016E0164,M37W,14,5,S
3449,10NAM-1993-21@,Z016E0165,M37W,16,5,S
3450,10NAM-1993-22@,Z016E0165,M37W,14,4,S
3451,10NAM-1994-21@,Z016E0166,M37W,16,4,S
3452,10NAM-1994-22@,Z016E0166,M37W,16,4,S
3453,10NAM-1994-23@,Z016E0166,M37W,14,5,S
3454,10NAM-1994-24@,Z016E0166,M37W,14,5,S
3455,10NAM-1996-21@,Z016E0168,M37W,15,3,T
3456,10NAM-1997-21@,Z016E0169,M37W,16,3,T
3457,10NAM-1998-21@,Z016E0170,M37W,16,3,S
3458,10NAM-1998-22@,Z016E0170,M37W,18,4,T
3459,10NAM-1998-23@,Z016E0170,M37W,12,4,T
3461,10NAM-1999-21@,Z016E0171,M37W,14,4,T
3462,10NAM-1999-22@,Z016E0171,M37W,16,5,S
3464,10NAM-2000-21@,Z016E0172,M37W,16,5,S
3465,10NAM-2000-22@,Z016E0172,M37W,16,5,S
3466,10NAM-2001-21@,Z016E0173,M37W,18,2,S
3469,10NAM-2002-21@,Z016E0174,M37W,20,4,T
3470,10NAM-2002-22@,Z016E0174,M37W,16,5,S
3471,10NAM-2002-23@,Z016E0174,M37W,16,2,S
3472,10NAM-2003-21@,Z016E0175,M37W,16,5,S
3473,10NAM-2003-22@,Z016E0175,M37W,15,3,T
3474,10NAM-2003-23@,Z016E0175,M37W,12,4,S
3475,10NAM-2004-21@,Z016E0176,M37W,20,5,S
3476,10NAM-2004-22@,Z016E0176,M37W,18,2,S
3477,10NAM-2004-23@,Z016E0176,M37W,18,3,T
3478,10NAM-2006-21@,Z016E0178,M37W,14,5,S
3479,10NAM-2006-22@,Z016E0178,M37W,14,3,S
3480,10NAM-2007-21@,Z016E0180,M37W,18,4,S
3481,10NAM-2007-22@,Z016E0180,M37W,18,5,S
3482,10NAM-2008-21@,Z016E0181,M37W,12,3,S
3483,10NAM-2008-22@,Z016E0181,M37W,14,4,T
3484,10NAM-2009-21@,Z016E0182,M37W,16,5,S
3485,10NAM-2009-22@,Z016E0182,M37W,16,3,S
3486,10NAM-2009-23@,Z016E0182,M37W,14,3,S
3487,10NAM-2009-24@,Z016E0182,M37W,16,5,S
3489,10NAM-2010-21@,Z016E0183,M37W,12,5,S
3490,10NAM-2010-22@,Z016E0183,M37W,12,5,S
3491,10NAM-2010-23@,Z016E0183,M37W,12,5,S
3492,10NAM-2011-21@,Z016E0184,M37W,14,5,S
3493,10NAM-2011-22@,Z016E0184,M37W,14,4,S
3494,10NAM-2011-23@,Z016E0184,M37W,16,3,S
3495,10NAM-2012-21@,Z016E0185,M37W,16,4,S
3496,10NAM-2012-22@,Z016E0185,M37W,14,4,T
3497,10NAM-2013-21@,Z016E0186,M37W,18,3,T
3498,10NAM-2013-22@,Z016E0186,M37W,20,3,T
3501,10NAM-2014-21@,Z016E0187,M37W,18,3,S
3502,10NAM-2014-22@,Z016E0187,M37W,14,4,S
3503,10NAM-2015-21@,Z016E0188,M37W,16,2,S
3504,10NAM-2015-22@,Z016E0188,M37W,14,5,S
3505,10NAM-2015-23@,Z016E0188,M37W,16,4,T
3506,10NAM-2016-21@,Z016E0189,M37W,12,5,S
3507,10NAM-2016-22@,Z016E0189,M37W,12,4,S
3508,10NAM-2016-23@,Z016E0189,M37W,14,3,S
3509,10NAM-2016-24@,Z016E0189,M37W,16,5,S
3510,10NAM-2017-21@,Z016E0190,M37W,14,5,S
3511,10NAM-2017-22@,Z016E0190,M37W,12,5,S
3512,10NAM-2017-23@,Z016E0190,M37W,14,5,S
3513,10NAM-2018-21@,Z016E0191,M37W,14,5,S
3514,10NAM-2018-22@,Z016E0191,M37W,16,2,S
3515,10NAM-2018-23@,Z016E0191,M37W,12,5,S
3516,10NAM-2018-24@,Z016E0191,M37W,14,4,S
3517,10NAM-2019-21@,Z016E0192,M37W,16,4,T
3518,10NAM-2019-22@,Z016E0192,M37W,16,3,T
3519,10NAM-2019-23@,Z016E0192,M37W,16,4,T
3520,10NAM-2019-24@,Z016E0192,M37W,16,4,T
3521,10NAM-2020-21@,Z016E0193,M37W,16,2,T
3522,10NAM-2020-22@,Z016E0193,M37W,18,4,T
3523,10NAM-2020-23@,Z016E0193,M37W,17,3,T
3524,10NAM-2022-21@,Z016E0195,M37W,16,4,T
3525,10NAM-2022-22@,Z016E0195,M37W,16,3,T
3526,10NAM-2023-21@,Z016E0196,M37W,18,4,S
3527,10NAM-2023-22@,Z016E0196,M37W,16,5,S
3528,10NAM-2023-23@,Z016E0196,M37W,18,5,S
3529,10NAM-2024-21@,Z016E0197,M37W,16,5,S
3530,10NAM-2024-22@,Z016E0197,M37W,16,5,S
3531,10NAM-2024-23@,Z016E0197,M37W,20,5,S
3533,10NAM-2026-21@,Z016E0199,M37W,16,3,S
3534,10NAM-2026-22@,Z016E0199,M37W,14,3,S
3535,10NAM-2027-21@,Z016E0200,M37W,16,5,S
3536,10NAM-2027-22@,Z016E0200,M37W,14,5,S
3537,10NAM-2027-23@,Z016E0200,M37W,,,
3538,10NAM-2028-21@,Z016E0213,M37W,14,5,S
3543,10NAM-2030-21@,Z016E0238,M37W,12,5,S
3544,10NAM-2030-22@,Z016E0238,M37W,16,5,S
3545,10NAM-2030-23@,Z016E0238,M37W,12,5,S
3547,10NAM-2031-21@,Z020E0001,NC350,16,3,T
3549,10NAM-2032-21@,Z020E0002,NC350,16,4,S
3550,10NAM-2032-22@,Z020E0002,NC350,16,1,S
3551,10NAM-2032-23@,Z020E0002,NC350,18,3,S
3552,10NAM-2032-24@,Z020E0002,NC350,14,2,T
3553,10NAM-2032-25@,Z020E0002,NC350,,,
3554,10NAM-2033-21@,Z020E0003,NC350,16,3,T
3555,10NAM-2033-22@,Z020E0003,NC350,14,3,S
3556,10NAM-2034-21@,Z020E0004,NC350,12,4,S
3557,10NAM-2034-22@,Z020E0004,NC350,10,3,S
3558,10NAM-2035-21@,Z020E0005,NC350,16,3,S
3561,10NAM-2036-21@,Z020E0006,NC350,14,2,T
3562,10NAM-2036-22@,Z020E0006,NC350,12,3,S
3563,10NAM-2036-23@,Z020E0006,NC350,14,3,S
3564,10NAM-2036-24@,Z020E0006,NC350,12,3,S
3565,10NAM-2037-21@,Z020E0007,NC350,20,3,S
3566,10NAM-2037-22@,Z020E0007,NC350,16,5,S
3567,10NAM-2037-23@,Z020E0007,NC350,18,4,T
3568,10NAM-2037-24@,Z020E0007,NC350,20,4,T
3569,10NAM-2038-21@,Z020E0008,NC350,18,1,S
3570,10NAM-2039-21@,Z020E0009,NC350,18,3,T
3571,10NAM-2039-22@,Z020E0009,NC350,16,3,T
3572,10NAM-2039-23@,Z020E0009,NC350,18,3,T
3573,10NAM-2039-24@,Z020E0009,NC350,18,4,S
3575,10NAM-2040-21@,Z020E0010,NC350,18,3,T
3576,10NAM-2040-22@,Z020E0010,NC350,16,2,T
3578,10NAM-2041-21@,Z020E0011,NC350,16,3,T
3579,10NAM-2042-21@,Z020E0012,NC350,17,3,T
3580,10NAM-2042-22@,Z020E0012,NC350,16,2,T
3581,10NAM-2042-23@,Z020E0012,NC350,16,4,S
3582,10NAM-2043-21@,Z020E0013,NC350,14,1,S
3583,10NAM-2043-22@,Z020E0013,NC350,12,3,S
3584,10NAM-2043-23@,Z020E0013,NC350,12,2,S
3585,10NAM-2044-21@,Z020E0014,NC350,16,3,T
3586,10NAM-2044-22@,Z020E0014,NC350,18,2,S
3587,10NAM-2044-23@,Z020E0014,NC350,14,2,S
3589,10NAM-2046-21@,Z020E0016,NC350,12,4,S
3590,10NAM-2046-22@,Z020E0016,NC350,12,4,S
3591,10NAM-2046-23@,Z020E0016,NC350,14,4,S
3592,10NAM-2047-21@,Z020E0017,NC350,12,4,S
3593,10NAM-2047-22@,Z020E0017,NC350,14,4,S
